track_id,split,subset
48491,training,small
48492,training,small
48493,training,small
48494,training,small
48763,training,small
48808,training,small
48815,training,small
48861,training,small
48862,training,small
48863,training,small
48864,training,small
48865,training,small
48931,training,small
48990,test,small
48999,test,small
49029,training,small
49030,training,small
49039,training,small
49061,training,small
49062,training,small
49064,training,small
49066,training,small
49067,training,small
49068,training,small
49070,training,small
49071,training,small
49072,training,small
49073,training,small
49394,training,small
49401,training,small
49407,training,small
49408,training,small
49441,validation,small
49473,training,small
49476,training,small
49477,test,small
49478,training,small
49479,validation,small
49812,training,small
49817,training,small
49842,training,small
49843,training,small
49844,training,small
49845,training,small
49846,training,small
49847,training,small
49848,training,small
49849,training,small
49856,training,small
49857,training,small
50264,training,small
50272,training,small
50276,training,small
50283,training,small
50323,training,small
50444,validation,small
50445,validation,small
50446,validation,small
50447,validation,small
50448,validation,small
50449,validation,small
50539,training,small
50543,training,small
50752,test,small
50753,test,small
50754,test,small
50836,training,small
50952,training,small
50955,training,small
50956,training,small
51004,training,small
51005,training,small
51006,training,small
51111,training,small
51112,training,small
51113,training,small
51114,training,small
51115,training,small
51117,training,small
51118,training,small
51120,training,small
51157,validation,small
51158,validation,small
51203,training,small
51260,test,small
51261,validation,small
51262,training,small
51263,training,small
51265,training,small
51267,training,small
51268,training,small
51269,training,small
51271,training,small
51272,test,small
51273,training,small
51274,training,small
51275,training,small
51276,training,small
51278,validation,small
51291,validation,small
51292,validation,small
51301,test,small
51305,test,small
51333,training,small
51479,training,small
51655,validation,small
51659,validation,small
51661,validation,small
51776,training,small
51784,training,small
51785,training,small
51918,validation,small
51919,validation,small
51923,training,small
51954,training,small
51991,training,small
51992,training,small
51998,training,small
51999,training,small
52000,training,small
52001,training,small
52034,training,small
52035,training,small
52036,training,small
52037,training,small
52039,training,small
52040,training,small
52041,training,small
52042,training,small
52044,training,small
52045,training,small
52118,training,small
52119,training,small
52120,training,small
52121,training,small
52122,training,small
52123,training,small
52124,training,small
52125,training,small
52126,training,small
52127,training,small
52128,training,small
52129,training,small
52141,training,small
52375,validation,small
52380,validation,small
52389,validation,small
52393,validation,small
52409,training,small
52446,training,small
52447,training,small
52448,training,small
52449,training,small
52451,training,small
52452,validation,small
52500,training,small
52501,training,small
52502,training,small
52508,training,small
52522,training,small
52579,training,small
52628,training,small
52629,training,small
52630,training,small
52631,training,small
52632,training,small
52633,training,small
52634,training,small
52635,training,small
52636,training,small
52637,training,small
52638,training,small
52639,training,small
52641,training,small
52642,training,small
52644,training,small
52645,training,small
52646,training,small
52647,training,small
52648,training,small
52649,training,small
52650,training,small
52859,training,small
52860,training,small
52861,training,small
52862,training,small
52945,validation,small
52946,validation,small
52947,validation,small
52948,validation,small
52950,validation,small
52951,validation,small
52953,validation,small
52954,validation,small
52955,validation,small
53152,training,small
53154,training,small
53156,training,small
53157,training,small
53158,training,small
53159,training,small
53160,training,small
53228,test,small
53229,test,small
53299,training,small
53300,training,small
53301,training,small
53302,training,small
53379,training,small
53381,training,small
53457,training,small
53496,training,small
53576,training,small
53578,training,small
53586,test,small
53587,test,small
53588,test,small
53589,test,small
53591,training,small
53592,training,small
53675,training,small
53723,training,small
53724,training,small
53725,training,small
53726,training,small
53727,training,small
53728,training,small
53729,training,small
53807,training,small
53862,training,small
53863,training,small
53937,training,small
54019,training,small
54031,training,small
54032,training,small
54033,training,small
54034,training,small
54037,training,small
54039,training,small
54061,training,small
54062,training,small
54063,training,small
54064,training,small
54149,training,small
54150,training,small
54151,training,small
54152,training,small
54153,training,small
54154,training,small
54155,training,small
54156,training,small
54158,training,small
54159,training,small
54160,training,small
54163,training,small
54234,training,small
54235,training,small
54236,training,small
54237,training,small
54297,training,small
54335,training,small
54365,training,small
54376,training,small
54433,training,small
54436,training,small
54437,training,small
54438,training,small
54442,training,small
54443,training,small
54463,validation,small
54464,validation,small
54465,validation,small
54466,validation,small
54467,validation,small
54468,validation,small
54469,validation,small
54470,validation,small
54475,training,small
54476,training,small
54479,training,small
54480,training,small
54481,training,small
54482,training,small
54496,training,small
54554,validation,small
54568,training,small
54570,training,small
54576,training,small
54578,training,small
54580,training,small
54621,training,small
54623,training,small
54624,training,small
54625,training,small
54626,training,small
54662,training,small
54664,training,small
54665,training,small
54666,training,small
54667,training,small
54703,test,small
54719,training,small
54735,training,small
54753,training,small
54874,training,small
54942,training,small
55076,training,small
55097,training,small
55100,training,small
55101,training,small
55102,training,small
55113,training,small
55119,training,small
55120,training,small
55121,training,small
55122,training,small
55123,training,small
55124,training,small
55149,training,small
55183,validation,small
55186,validation,small
55231,training,small
55232,training,small
55233,training,small
55234,training,small
55235,training,small
55236,training,small
55237,training,small
55238,training,small
55240,training,small
55241,training,small
55242,training,small
55285,training,small
55286,training,small
55287,training,small
55288,training,small
55289,training,small
55290,training,small
55291,training,small
55292,training,small
55293,training,small
55294,training,small
55295,training,small
55402,training,small
55430,training,small
55436,training,small
55437,training,small
55480,training,small
55481,training,small
55549,training,small
55572,training,small
55709,training,small
55710,training,small
55711,training,small
55712,training,small
55713,training,small
55714,training,small
55715,training,small
55716,training,small
55717,training,small
55718,training,small
55719,training,small
55782,validation,small
55783,training,small
55786,training,small
55807,training,small
55808,training,small
55809,training,small
55810,training,small
55811,training,small
55826,training,small
55827,training,small
55828,training,small
55830,training,small
55831,training,small
55832,training,small
55833,training,small
55900,training,small
56010,training,small
56015,training,small
56020,training,small
56028,training,small
56029,training,small
56030,training,small
56031,training,small
56033,training,small
56034,training,small
56036,training,small
56247,training,small
56248,training,small
56249,training,small
56273,training,small
56274,training,small
56275,training,small
56460,validation,small
56465,training,small
56466,training,small
56467,training,small
56468,training,small
56469,training,small
56470,training,small
56471,training,small
56472,training,small
56474,training,small
56493,training,small
56495,training,small
56496,training,small
56497,training,small
56498,training,small
56499,training,small
56516,training,small
56517,training,small
56518,training,small
56519,training,small
56520,training,small
56521,training,small
56523,test,small
56552,validation,small
56559,validation,small
56639,training,small
56640,training,small
56641,training,small
56645,training,small
56646,training,small
56648,training,small
56649,training,small
56650,training,small
56651,training,small
56686,training,small
56687,training,small
56688,training,small
56689,training,small
56690,training,small
56691,training,small
56692,training,small
56693,training,small
56694,training,small
56695,training,small
56696,training,small
56795,training,small
56796,training,small
56797,training,small
56798,training,small
56799,training,small
56800,training,small
56801,training,small
56802,training,small
56803,training,small
56804,training,small
56805,training,small
56874,validation,small
56888,training,small
56895,test,small
56929,test,small
57078,validation,small
57164,training,small
57175,training,small
57176,training,small
57177,training,small
57178,training,small
57179,training,small
57180,training,small
57271,test,small
57272,test,small
57273,test,small
57274,test,small
57344,training,small
57360,training,small
57371,training,small
57417,training,small
57418,training,small
57435,validation,small
57437,validation,small
57439,validation,small
57440,training,small
57442,training,small
57500,training,small
57540,test,small
57569,training,small
57626,training,small
57627,training,small
57628,training,small
57629,training,small
57630,training,small
57639,training,small
57640,training,small
57648,training,small
57658,training,small
57661,training,small
57662,training,small
57663,training,small
57665,training,small
57691,training,small
57697,training,small
57819,training,small
57820,training,small
57821,training,small
57822,training,small
57823,training,small
57891,validation,small
57892,validation,small
57936,training,small
57937,training,small
57938,training,small
57939,training,small
57943,training,small
57968,training,small
58052,training,small
58053,training,small
58054,training,small
58060,training,small
58061,training,small
58063,training,small
58068,training,small
58070,training,small
58115,training,small
58116,training,small
58117,training,small
58135,training,small
58140,training,small
58161,training,small
58162,training,small
58164,training,small
58166,training,small
58169,training,small
58170,training,small
58173,training,small
58174,training,small
58207,validation,small
58212,training,small
58213,training,small
58215,training,small
58221,training,small
58225,training,small
58333,validation,small
58334,validation,small
58341,training,small
58474,training,small
58539,validation,small
58540,validation,small
58541,validation,small
58542,validation,small
58543,validation,small
59078,training,small
59373,training,small
59374,training,small
59443,validation,small
59445,validation,small
59446,validation,small
59448,validation,small
59449,validation,small
59451,validation,small
59454,validation,small
59561,training,small
59562,test,small
59581,test,small
59653,training,small
59654,training,small
59656,training,small
59657,training,small
59658,training,small
59659,training,small
59660,training,small
59663,training,small
59664,training,small
59666,training,small
59667,training,small
59669,training,small
59671,training,small
59673,training,small
59675,training,small
59676,training,small
59677,training,small
59678,training,small
59679,training,small
59680,training,small
59681,training,small
59682,training,small
59683,training,small
59684,training,small
59685,training,small
59686,training,small
59687,training,small
59688,training,small
59695,test,small
59702,training,small
59706,training,small
59707,training,small
59708,training,small
59709,training,small
59710,training,small
59711,validation,small
59718,validation,small
59719,training,small
59720,training,small
59721,training,small
59723,training,small
59724,training,small
59725,training,small
59726,training,small
59727,training,small
59823,training,small
59876,training,small
59930,training,small
60037,training,small
60038,training,small
60041,training,small
60042,training,small
60045,training,small
60048,training,small
60074,training,small
60143,training,small
60144,training,small
60145,training,small
60146,training,small
60170,training,small
60317,training,small
60331,validation,small
60472,training,small
60474,training,small
60476,test,small
60477,training,small
60478,training,small
60510,training,small
60533,test,small
60534,test,small
60535,test,small
60536,test,small
60537,test,small
60544,training,small
60547,training,small
60548,training,small
60549,training,small
60736,training,small
60753,training,small
60754,training,small
60755,training,small
60756,training,small
60757,training,small
60758,training,small
60775,training,small
60776,training,small
60777,training,small
60857,training,small
60864,training,small
60865,training,small
60871,test,small
60872,test,small
60873,test,small
60874,test,small
60875,test,small
60994,training,small
61006,training,small
61007,training,small
61008,training,small
61010,training,small
61011,training,small
61012,training,small
61013,training,small
61159,training,small
61160,training,small
61161,training,small
61172,training,small
61174,training,small
61175,training,small
61452,training,small
61453,training,small
61491,training,small
61492,training,small
61493,training,small
61587,training,small
61589,training,small
61591,training,small
61592,training,small
61668,training,small
61670,training,small
61679,training,small
61734,validation,small
61736,validation,small
61742,validation,small
61814,training,small
61820,test,small
61821,test,small
61884,training,small
62001,training,small
62003,training,small
62005,training,small
62007,training,small
62163,training,small
62164,training,small
62165,training,small
62180,training,small
62183,training,small
62184,validation,small
62185,training,small
62186,training,small
62187,training,small
62188,training,small
62189,training,small
62190,training,small
62191,training,small
62192,training,small
62193,training,small
62194,training,small
62195,training,small
62196,training,small
62337,training,small
62426,training,small
62436,training,small
62445,training,small
62446,training,small
62448,training,small
62449,training,small
62450,training,small
62452,training,small
62458,training,small
62525,training,small
62526,training,small
62527,training,small
62528,training,small
62529,training,small
62531,training,small
62532,training,small
62533,training,small
62534,training,small
62586,training,small
62589,training,small
62591,training,small
62592,training,small
62594,training,small
62595,training,small
62596,training,small
62655,training,small
62671,training,small
62742,training,small
62748,training,small
62749,training,small
62750,training,small
62751,training,small
62753,training,small
63043,training,small
63044,training,small
63045,training,small
63064,test,small
63065,test,small
63117,training,small
63149,test,small
63159,test,small
63161,test,small
63191,training,small
63208,training,small
63224,training,small
63226,training,small
63250,test,small
63251,test,small
63252,test,small
63253,test,small
63255,test,small
63257,test,small
63258,test,small
63287,training,small
63289,training,small
63290,training,small
63291,training,small
63292,training,small
63456,test,small
63457,test,small
63470,training,small
63471,training,small
63472,training,small
63626,training,small
63655,training,small
63733,training,small
63747,training,small
63755,training,small
63757,training,small
63770,training,small
63789,training,small
63803,training,small
63804,training,small
63805,training,small
63874,training,small
63900,training,small
63908,training,small
63922,training,small
63936,training,small
63999,training,small
64005,training,small
64006,training,small
64007,training,small
64008,training,small
64009,training,small
64035,training,small
64078,training,small
64079,validation,small
64091,training,small
64093,training,small
64247,training,small
64248,training,small
64249,training,small
64252,training,small
64253,training,small
64331,training,small
64332,training,small
64333,training,small
64334,training,small
64338,training,small
64364,training,small
64365,training,small
64366,training,small
64407,training,small
64408,validation,small
64409,training,small
64410,training,small
64515,validation,small
64516,validation,small
64517,validation,small
64519,validation,small
64520,validation,small
64521,validation,small
64522,validation,small
64523,validation,small
64535,training,small
64536,training,small
64537,training,small
64538,training,small
64542,training,small
64553,training,small
64556,training,small
64567,training,small
64590,validation,small
64591,validation,small
64592,validation,small
64593,validation,small
64594,training,small
64601,training,small
64604,training,small
64618,test,small
64625,validation,small
64626,validation,small
64627,validation,small
64628,validation,small
64629,validation,small
64630,validation,small
64631,validation,small
64659,training,small
64787,training,small
64788,training,small
64789,training,small
64796,training,small
64809,training,small
64834,training,small
64840,training,small
64841,training,small
64854,training,small
64855,training,small
64856,training,small
64857,training,small
64858,training,small
64859,training,small
64860,training,small
64861,training,small
64862,training,small
64863,training,small
64864,training,small
64865,training,small
64866,training,small
64893,training,small
64895,training,small
64896,training,small
64918,training,small
64919,training,small
64988,training,small
64989,training,small
64990,training,small
64991,training,small
64992,training,small
64993,training,small
64994,training,small
64995,training,small
65037,validation,small
65038,validation,small
65039,validation,small
65040,validation,small
65063,training,small
65064,training,small
65073,training,small
65076,training,small
65077,training,small
65090,training,small
65234,training,small
65265,test,small
65488,training,small
65619,training,small
65683,validation,small
65685,training,small
65745,validation,small
65752,training,small
65755,training,small
65756,training,small
65777,test,small
65779,test,small
65780,test,small
65893,training,small
66058,training,small
66073,training,small
66074,training,small
66075,training,small
66076,training,small
66180,training,small
66187,training,small
66390,training,small
66394,validation,small
66405,training,small
66469,training,small
66482,training,small
66483,training,small
66525,training,small
66534,test,small
66535,test,small
66536,test,small
66537,test,small
66538,test,small
66539,test,small
66636,training,small
66637,training,small
66638,training,small
66641,training,small
66643,training,small
66644,training,small
66646,training,small
66648,training,small
66649,training,small
66650,training,small
66689,validation,small
66690,validation,small
66717,test,small
66757,training,small
66782,validation,small
66783,validation,small
67007,training,small
67010,training,small
67011,training,small
67016,training,small
67017,training,small
67121,training,small
67163,training,small
67232,training,small
67233,training,small
67235,training,small
67237,validation,small
67308,training,small
67330,test,small
67331,test,small
67332,test,small
67333,test,small
67334,test,small
67336,test,small
67357,training,small
67358,training,small
67359,training,small
67360,training,small
67361,training,small
67362,training,small
67363,training,small
67364,validation,small
67365,test,small
67366,training,small
67367,training,small
67368,training,small
67412,training,small
67457,test,small
67470,training,small
67500,training,small
67553,training,small
67556,training,small
67557,training,small
67558,training,small
67597,training,small
67598,training,small
67600,training,small
67637,training,small
67638,validation,small
67639,training,small
67640,training,small
67660,training,small
67661,training,small
67673,training,small
67707,training,small
67760,training,small
67763,training,small
67764,training,small
67765,training,small
67766,training,small
67784,training,small
67793,training,small
67829,training,small
68353,training,small
68354,training,small
68355,training,small
68356,training,small
68404,test,small
68407,training,small
68410,training,small
68444,training,small
68531,training,small
68536,test,small
68537,test,small
68538,validation,small
68539,training,small
68540,training,small
68541,training,small
68543,training,small
68549,training,small
68551,test,small
68573,training,small
68579,training,small
68582,test,small
68587,test,small
68592,training,small
68600,training,small
68601,training,small
68680,training,small
68682,training,small
68683,training,small
68820,training,small
68821,training,small
68837,training,small
68838,training,small
68839,training,small
68840,training,small
68841,training,small
68842,training,small
68843,training,small
68844,training,small
68851,training,small
68852,training,small
68853,training,small
68854,training,small
68860,training,small
68861,training,small
68862,training,small
68869,training,small
68872,training,small
68875,training,small
68891,test,small
68892,test,small
68893,test,small
68894,test,small
68895,test,small
68896,test,small
68897,test,small
68898,test,small
68899,test,small
68909,validation,small
69001,training,small
69002,training,small
69170,training,small
69181,training,small
69182,training,small
69188,training,small
69193,training,small
69194,validation,small
69195,training,small
69196,training,small
69197,training,small
69198,training,small
69199,training,small
69200,training,small
69201,training,small
69202,training,small
69203,training,small
69204,training,small
69205,training,small
69206,training,small
69207,training,small
69208,training,small
69209,training,small
69210,training,small
69211,training,small
69221,test,small
69222,test,small
69223,test,small
69303,test,small
69554,training,small
69555,training,small
69561,training,small
69563,training,small
69564,training,small
69567,training,small
69682,training,small
69723,training,small
69726,training,small
69727,training,small
69732,training,small
69744,training,small
69745,training,small
69746,training,small
69747,training,small
69761,training,small
69762,training,small
69763,training,small
69764,training,small
69765,training,small
69766,training,small
69767,training,small
69768,training,small
69781,training,small
69784,training,small
69785,training,small
69787,training,small
69788,training,small
69789,training,small
69791,training,small
69792,training,small
69793,training,small
69798,training,small
69822,training,small
69823,training,small
69824,training,small
69825,training,small
69826,training,small
69827,training,small
69828,training,small
69830,training,small
69833,training,small
69904,training,small
69947,validation,small
69949,validation,small
69985,validation,small
70002,training,small
70005,training,small
70174,training,small
70206,training,small
70207,training,small
70208,training,small
70299,validation,small
70300,validation,small
70301,validation,small
70302,validation,small
70303,validation,small
70402,training,small
70403,validation,small
70409,training,small
70423,validation,small
70424,validation,small
70425,validation,small
70426,validation,small
70654,training,small
70655,training,small
70657,training,small
70660,training,small
70768,validation,small
70770,validation,small
70772,validation,small
70773,validation,small
70774,validation,small
70775,validation,small
70813,training,small
70873,training,small
70875,training,small
70878,training,small
70879,training,small
71096,training,small
71133,training,small
71157,training,small
71158,training,small
71172,training,small
71173,training,small
71174,training,small
71175,training,small
71216,training,small
71225,training,small
71228,training,small
71230,training,small
71231,training,small
71240,training,small
71241,training,small
71242,training,small
71243,training,small
71244,training,small
71245,training,small
71246,training,small
71247,training,small
71248,training,small
71249,training,small
71250,training,small
71251,training,small
71252,training,small
71253,training,small
71254,training,small
71255,training,small
71276,training,small
71303,validation,small
71304,validation,small
71371,test,small
71372,test,small
71420,test,small
71503,test,small
71506,validation,small
71507,training,small
71508,training,small
71509,training,small
71510,training,small
71511,training,small
71512,training,small
71513,training,small
71514,training,small
71515,training,small
71516,training,small
71617,training,small
71620,training,small
71622,training,small
71690,training,small
71691,training,small
71692,training,small
71693,training,small
71694,training,small
71695,training,small
71709,training,small
71711,test,small
71714,training,small
71715,training,small
71719,training,small
71721,training,small
71722,validation,small
71822,training,small
71884,training,small
71885,training,small
71937,training,small
71938,training,small
72046,training,small
72047,training,small
72050,training,small
72056,training,small
72058,training,small
72059,training,small
72064,training,small
72067,training,small
72068,training,small
72069,training,small
72070,training,small
72071,training,small
72072,training,small
72073,training,small
72074,training,small
72075,training,small
72076,training,small
72129,training,small
72130,training,small
72131,training,small
72134,training,small
72135,training,small
72136,training,small
72146,training,small
72149,training,small
72200,training,small
72206,training,small
72210,training,small
72215,training,small
72232,training,small
72233,training,small
72234,training,small
72287,training,small
72288,training,small
72289,training,small
72290,training,small
72456,training,small
72468,training,small
72476,training,small
72477,training,small
72513,validation,small
72514,validation,small
72562,training,small
72565,training,small
72570,training,small
72604,training,small
72605,training,small
72607,training,small
72612,training,small
72738,training,small
72781,training,small
72782,training,small
72783,training,small
72784,training,small
72785,training,small
72786,training,small
72787,training,small
72788,training,small
72789,training,small
72790,training,small
72926,training,small
72927,training,small
72928,training,small
72930,training,small
73087,validation,small
73099,training,small
73100,training,small
73123,training,small
73124,training,small
73125,training,small
73169,training,small
73170,training,small
73171,training,small
73172,training,small
73174,training,small
73175,training,small
73192,training,small
73193,training,small
73306,training,small
73309,training,small
73318,training,small
73335,training,small
73340,training,small
73341,training,small
73342,training,small
73343,training,small
73344,training,small
73363,training,small
73365,training,small
73366,training,small
73367,training,small
73368,training,small
73369,training,small
73370,training,small
73371,training,small
73372,training,small
73465,training,small
73466,training,small
73467,training,small
73468,training,small
73469,training,small
73486,training,small
73494,test,small
73495,training,small
73519,test,small
73520,test,small
73521,test,small
73522,test,small
73550,training,small
73551,training,small
73560,validation,small
73561,validation,small
73564,validation,small
73565,validation,small
73566,training,small
73568,training,small
73572,training,small
73573,training,small
73580,training,small
73584,training,small
73585,training,small
73587,training,small
73658,training,small
73675,training,small
73760,training,small
73761,training,small
73762,training,small
73763,validation,small
73764,training,small
73765,training,small
73766,training,small
73767,training,small
73768,training,small
73769,training,small
73770,training,small
73771,training,small
73772,training,small
73773,validation,small
73774,training,small
73775,validation,small
73776,test,small
73777,test,small
73778,training,small
73779,test,small
73792,training,small
73797,training,small
73819,training,small
73820,training,small
73821,training,small
73822,training,small
73921,training,small
74002,test,small
74302,training,small
74347,training,small
74348,training,small
74362,training,small
74365,training,small
74370,training,small
74371,training,small
74372,training,small
74373,training,small
74374,test,small
74375,training,small
74376,validation,small
74377,training,small
74378,training,small
74380,training,small
74381,training,small
74382,training,small
74383,training,small
74384,training,small
74385,training,small
74386,training,small
74387,training,small
74388,training,small
74389,validation,small
74390,training,small
74391,validation,small
74392,training,small
74393,test,small
74421,training,small
74445,training,small
74546,training,small
74669,training,small
74671,training,small
74706,training,small
74908,training,small
74937,validation,small
74942,training,small
74945,validation,small
74954,training,small
74955,training,small
74959,training,small
74960,training,small
75194,training,small
75211,validation,small
75221,training,small
75230,training,small
75304,training,small
75310,training,small
75314,training,small
75317,training,small
75371,validation,small
75372,validation,small
75373,validation,small
75374,validation,small
75375,validation,small
75376,validation,small
75377,validation,small
75378,validation,small
75379,validation,small
75380,validation,small
75381,validation,small
75383,validation,small
75386,validation,small
75389,validation,small
75390,validation,small
75391,validation,small
75393,validation,small
75395,validation,small
75396,validation,small
75398,validation,small
75399,validation,small
75401,validation,small
75403,validation,small
75412,validation,small
75415,validation,small
75417,validation,small
75418,validation,small
75419,validation,small
75420,validation,small
75425,validation,small
75427,validation,small
75428,validation,small
75429,training,small
75430,training,small
75431,training,small
75432,training,small
75433,training,small
75434,training,small
75435,training,small
75436,training,small
75437,training,small
75438,training,small
75439,training,small
75440,training,small
75441,training,small
75442,training,small
75443,training,small
75607,training,small
75612,training,small
75692,training,small
75745,validation,small
75746,validation,small
75747,validation,small
75748,validation,small
75749,validation,small
75750,validation,small
75751,validation,small
75752,validation,small
75754,validation,small
75755,validation,small
75762,training,small
75763,training,small
75764,training,small
75782,training,small
75783,training,small
75784,training,small
75785,training,small
75786,training,small
75787,training,small
75788,training,small
75844,training,small
75862,training,small
75866,training,small
75869,training,small
75883,training,small
75903,training,small
75908,training,small
75925,training,small
75926,training,small
75927,training,small
75928,training,small
75929,training,small
75930,training,small
75931,training,small
75932,training,small
75933,training,small
75935,training,small
75936,training,small
75937,training,small
75975,training,small
76036,training,small
76069,training,small
76071,training,small
76072,training,small
76073,training,small
76074,training,small
76075,training,small
76076,training,small
76077,training,small
76078,training,small
76079,training,small
76121,training,small
76128,test,small
76129,test,small
76130,test,small
76131,test,small
76363,test,small
76375,training,small
76381,training,small
76437,training,small
76440,training,small
76654,training,small
76659,training,small
77517,training,small
77519,training,small
77521,training,small
77522,training,small
77523,training,small
77564,training,small
77571,training,small
77572,training,small
77952,training,small
78038,training,small
78156,training,small
78213,training,small
78516,training,small
78833,training,small
78834,training,small
78839,training,small
78841,training,small
78843,training,small
78845,training,small
78847,training,small
78848,training,small
78849,training,small
78850,training,small
78851,training,small
78852,training,small
78984,training,small
78998,training,small
79087,training,small
79575,training,small
79593,training,small
79605,training,small
79606,training,small
79610,training,small
79616,training,small
79741,training,small
79973,training,small
79975,training,small
79977,training,small
79978,training,small
79985,training,small
79986,training,small
79988,training,small
79990,training,small
79995,training,small
80000,validation,small
80001,validation,small
80002,validation,small
80003,validation,small
80004,validation,small
80005,validation,small
80035,training,small
80293,training,small
80341,training,small
80351,training,small
80389,training,small
80402,training,small
80515,training,small
80516,training,small
80517,training,small
80518,training,small
80519,training,small
80520,training,small
80611,validation,small
80680,validation,small
80686,validation,small
80687,validation,small
80693,training,small
80694,training,small
80695,training,small
80696,training,small
80697,training,small
80751,training,small
80753,training,small
80754,training,small
80755,training,small
80756,training,small
80758,training,small
80765,training,small
80766,training,small
80772,training,small
80773,training,small
80774,training,small
80775,training,small
80776,training,small
80793,training,small
80833,training,small
80834,training,small
80835,training,small
80836,training,small
81033,training,small
81037,training,small
81071,test,small
81082,training,small
81083,training,small
81084,training,small
81085,training,small
81189,training,small
81193,training,small
81194,training,small
81195,training,small
81362,training,small
81365,training,small
81436,training,small
81457,training,small
81485,training,small
81491,training,small
81512,training,small
81523,training,small
81543,training,small
81554,training,small
81555,training,small
81565,training,small
81576,training,small
81586,training,small
81600,training,small
81612,training,small
81613,training,small
81623,training,small
81638,training,small
81650,training,small
81660,training,small
81781,training,small
81782,training,small
81792,training,small
81802,training,small
81803,training,small
81814,training,small
81868,training,small
81895,validation,small
81938,training,small
81945,training,small
81946,training,small
81988,training,small
81999,training,small
82157,training,small
82231,training,small
82237,training,small
82242,training,small
82250,training,small
82410,training,small
82462,test,small
82464,test,small
82505,training,small
82507,training,small
82628,training,small
82629,training,small
82630,training,small
82631,training,small
82778,test,small
82780,test,small
82881,training,small
82886,training,small
82890,training,small
82892,training,small
82893,training,small
82914,training,small
82915,training,small
82916,training,small
82917,training,small
82918,training,small
82919,training,small
82920,training,small
82921,training,small
82928,training,small
82929,training,small
82930,training,small
82931,training,small
82932,training,small
83437,validation,small
83438,validation,small
83439,validation,small
83440,validation,small
83507,validation,small
83509,validation,small
83511,validation,small
83512,validation,small
83558,validation,small
83600,training,small
83612,training,small
83613,training,small
83715,training,small
83717,training,small
83718,training,small
83719,training,small
83789,training,small
83790,training,small
83791,training,small
83898,test,small
83903,training,small
83906,test,small
83908,validation,small
83911,training,small
83913,training,small
83954,training,small
83960,training,small
83969,training,small
84009,training,small
84054,validation,small
84055,training,small
84056,training,small
84057,test,small
84058,training,small
84091,test,small
84095,training,small
84096,training,small
84097,training,small
84111,training,small
84135,training,small
84136,training,small
84139,training,small
84141,training,small
84142,training,small
84144,training,small
84152,test,small
84154,training,small
84155,training,small
84156,training,small
84157,training,small
84158,training,small
84159,training,small
84195,training,small
84198,training,small
84200,training,small
84201,training,small
84202,training,small
84264,training,small
84290,training,small
84291,training,small
84405,training,small
84417,training,small
84423,training,small
84483,training,small
84484,training,small
84485,training,small
84486,training,small
84605,training,small
84736,test,small
84743,training,small
84757,training,small
84768,training,small
84777,test,small
84788,training,small
84817,training,small
85027,training,small
85038,training,small
85039,training,small
85040,training,small
85041,training,small
85290,training,small
85291,training,small
85307,test,small
85308,test,small
85309,test,small
85310,test,small
85311,test,small
85317,training,small
85318,training,small
85343,training,small
85346,training,small
85347,training,small
85400,training,small
85419,training,small
85420,training,small
85421,training,small
85422,training,small
85423,training,small
85424,training,small
85425,training,small
85426,training,small
85427,training,small
85428,training,small
85436,validation,small
85438,validation,small
85482,training,small
85484,training,small
85485,training,small
85486,training,small
85487,training,small
85488,training,small
85489,training,small
85490,training,small
85491,training,small
85492,training,small
85494,training,small
85592,test,small
85593,test,small
85594,test,small
85595,test,small
85596,test,small
85598,test,small
85599,test,small
85600,test,small
85691,training,small
85692,training,small
85693,training,small
85787,training,small
85788,training,small
85791,training,small
85792,training,small
85816,training,small
85817,training,small
85822,training,small
85823,training,small
85828,training,small
85831,training,small
85832,training,small
85833,training,small
85834,training,small
85835,training,small
85836,training,small
85837,training,small
85838,training,small
85839,training,small
85840,training,small
85950,training,small
85951,training,small
85952,training,small
85953,training,small
85954,training,small
85955,training,small
85956,training,small
85957,training,small
85963,training,small
85966,training,small
85967,training,small
85968,validation,small
85973,validation,small
86037,test,small
86038,test,small
86039,test,small
86040,test,small
86077,validation,small
86081,validation,small
86082,validation,small
86116,test,small
86117,test,small
86118,test,small
86119,test,small
86140,training,small
86256,test,small
86259,training,small
86262,validation,small
86263,validation,small
86415,test,small
86416,test,small
86417,training,small
86419,training,small
86441,training,small
86443,training,small
86481,training,small
86482,training,small
86483,training,small
86484,training,small
86485,training,small
86486,training,small
86487,training,small
86562,training,small
86576,training,small
86623,training,small
86634,test,small
86678,validation,small
86679,validation,small
86680,validation,small
86720,training,small
86721,training,small
86724,training,small
86725,training,small
86730,training,small
86761,training,small
86762,training,small
86763,training,small
86788,test,small
86793,training,small
86795,training,small
86799,training,small
86993,validation,small
87068,training,small
87069,test,small
87070,training,small
87096,training,small
87097,training,small
87098,training,small
87099,training,small
87100,training,small
87101,training,small
87102,training,small
87103,training,small
87104,training,small
87105,training,small
87106,training,small
87107,training,small
87108,training,small
87121,training,small
87151,training,small
87152,training,small
87153,training,small
87154,training,small
87155,training,small
87157,training,small
87158,training,small
87159,training,small
87160,training,small
87161,training,small
87185,training,small
87186,training,small
87187,training,small
87188,training,small
87189,training,small
87190,training,small
87191,training,small
87192,training,small
87193,training,small
87194,training,small
87237,training,small
87322,training,small
87323,training,small
87324,training,small
87325,training,small
87361,training,small
